Ensembl Gene ID	Gene Symbol	Assigned Tier	Possible Tiers	Pharos Protein Family
ENSG00000198586.14	TLK1	T4	T4	Kinase
ENSG00000146872.17	TLK2	T4	T4	Kinase
ENSG00000038295.8	TLL1	T4	T4	Other
ENSG00000095587.9	TLL2	T4	T4	Other
ENSG00000087128.10	TMPRSS11E	T4	T4	Enzyme
ENSG00000184012.12	TMPRSS2	T4	T4	Enzyme
ENSG00000041982.16	TNC	T4	T4	Other
ENSG00000154310.17	TNIK	T4	T4	Kinase
ENSG00000174292.12	TNK1	T4	T4	Kinase
ENSG00000120332.16	TNN	T4	T4	Other
ENSG00000116783.15	TNNI3K	T4	T4	Kinase
ENSG00000116147.17	TNR	T4	T4	Other
ENSG00000168477.19	TNXB	T4	T4	Other
ENSG00000141510.17	TP53	T4	T4	Transcription Factor
ENSG00000186815.12	TPCN1	T4	T4	Ion Channel
ENSG00000162341.18	TPCN2	T4	T4	Ion Channel
ENSG00000095917.14	TPSD1	T4	T4	Enzyme
ENSG00000126602.11	TRAP1	T4	T4	Other
ENSG00000038382.20	TRIO	T4	T4	Kinase
ENSG00000104321.11	TRPA1	T4	T4	Ion Channel
ENSG00000144935.15	TRPC1	T4	T4	Ion Channel
ENSG00000138741.11	TRPC3	T4	T4	Ion Channel
ENSG00000137672.13	TRPC6	T4	T4	Ion Channel
ENSG00000069018.19	TRPC7	T4	T4	Ion Channel
ENSG00000134160.14	TRPM1	T4	T4	Ion Channel
ENSG00000142185.16	TRPM2	T4	T4	Ion Channel
ENSG00000083067.22	TRPM3	T4	T4	Ion Channel
ENSG00000130529.16	TRPM4	T4	T4	Ion Channel
ENSG00000119121.22	TRPM6	T4	T4	Kinase
ENSG00000092439.16	TRPM7	T4	T4	Ion Channel
ENSG00000144481.17	TRPM8	T4	T4	Ion Channel
ENSG00000127412.7	TRPV5	T4	T4	Ion Channel
ENSG00000100300.18	TSPO	T4	T4	Other
ENSG00000212122.4	TSSK1B	T4	T4	Kinase
ENSG00000206203.5	TSSK2	T4	T4	Kinase
ENSG00000162526.7	TSSK3	T4	T4	Kinase
ENSG00000139908.15	TSSK4	T4	T4	Kinase
ENSG00000178093.14	TSSK6	T4	T4	Kinase
ENSG00000123416.15	TUBA1B	T4	T4	Other
ENSG00000167553.16	TUBA1C	T4	T4	Other
ENSG00000075886.11	TUBA3D	T4	T4	Other
ENSG00000152086.9	TUBA3E	T4	T4	Other
ENSG00000183785.15	TUBA8	T4	T4	Other
ENSG00000178462.12	TUBAL3	T4	T4	Other
ENSG00000137267.6	TUBB2A	T4	T4	Other
ENSG00000137285.10	TUBB2B	T4	T4	Other
ENSG00000104833.12	TUBB4A	T4	T4	Other
ENSG00000176014.13	TUBB6	T4	T4	Other
ENSG00000261456.6	TUBB8	T4	T4	Other
ENSG00000037042.9	TUBG2	T4	T4	Other
ENSG00000136810.13	TXN	T4	T4	Other
ENSG00000184470.21	TXNRD2	T4	T4	Enzyme
ENSG00000197763.18	TXNRD3	T4	T4	Enzyme
ENSG00000177169.10	ULK1	T4	T4	Kinase
ENSG00000083290.20	ULK2	T4	T4	Kinase
ENSG00000140474.14	ULK3	T4	T4	Kinase
ENSG00000114491.14	UMPS	T4	T4	Enzyme
ENSG00000196632.10	WNK3	T4	T4	Kinase
ENSG00000186919.13	ZACN	T4	T4	Ion Channel
ENSG00000115085.13	ZAP70	T4	T4	Kinase
ENSG00000144648.16	ACKR2	T4	T4,T5	GPCR
ENSG00000144476.6	ACKR3	T4	T4,T5	GPCR
ENSG00000078549.14	ADCYAP1R1	T4	T4,T5	GPCR
ENSG00000131355.15	ADGRE3	T4	T4,T5	GPCR
ENSG00000123146.20	ADGRE5	T4	T4,T5	GPCR
ENSG00000182885.17	ADGRG3	T4	T4,T5	GPCR
ENSG00000134817.10	APLNR	T4	T4,T5	GPCR
ENSG00000110881.12	ASIC1	T4	T4,T5	Ion Channel
ENSG00000132681.17	ATP1A4	T4	T4,T5	Transporter
ENSG00000067842.17	ATP2B3	T4	T4,T5	Transporter
ENSG00000102239.5	BRS3	T4	T4,T5	GPCR
ENSG00000171860.5	C3AR1	T4	T4,T5	GPCR
ENSG00000163823.4	CCR1	T4	T4,T5	GPCR
ENSG00000184451.5	CCR10	T4	T4,T5	GPCR
ENSG00000112486.16	CCR6	T4	T4,T5	GPCR
ENSG00000126353.3	CCR7	T4	T4,T5	GPCR
ENSG00000179934.7	CCR8	T4	T4,T5	GPCR
ENSG00000177575.12	CD163	T4	T4,T5	Other
ENSG00000110448.11	CD5	T4	T4,T5	Other
ENSG00000075275.17	CELSR1	T4	T4,T5	GPCR
ENSG00000143126.8	CELSR2	T4	T4,T5	GPCR
ENSG00000008300.17	CELSR3	T4	T4,T5	GPCR
ENSG00000101204.17	CHRNA4	T4	T4,T5	Ion Channel
ENSG00000169684.13	CHRNA5	T4	T4,T5	Ion Channel
ENSG00000147434.9	CHRNA6	T4	T4,T5	Ion Channel
ENSG00000170175.11	CHRNB1	T4	T4,T5	Ion Channel
ENSG00000160716.6	CHRNB2	T4	T4,T5	Ion Channel
ENSG00000147432.7	CHRNB3	T4	T4,T5	Ion Channel
ENSG00000117971.12	CHRNB4	T4	T4,T5	Ion Channel
ENSG00000135902.10	CHRND	T4	T4,T5	Ion Channel
ENSG00000108556.10	CHRNE	T4	T4,T5	Ion Channel
ENSG00000196811.13	CHRNG	T4	T4,T5	Ion Channel
ENSG00000184908.18	CLCNKB	T4	T4,T5	Ion Channel
ENSG00000174600.14	CMKLR1	T4	T4,T5	GPCR
ENSG00000188822.8	CNR2	T4	T4,T5	GPCR
ENSG00000145244.12	CORIN	T4	T4,T5	Other
ENSG00000168329.14	CX3CR1	T4	T4,T5	GPCR
ENSG00000163464.8	CXCR1	T4	T4,T5	GPCR
ENSG00000186810.8	CXCR3	T4	T4,T5	GPCR
ENSG00000160683.5	CXCR5	T4	T4,T5	GPCR
ENSG00000172215.6	CXCR6	T4	T4,T5	GPCR
ENSG00000116106.12	EPHA4	T4	T4,T5	Kinase
ENSG00000145242.13	EPHA5	T4	T4,T5	Kinase
ENSG00000133216.16	EPHB2	T4	T4,T5	Kinase
ENSG00000182580.3	EPHB3	T4	T4,T5	Kinase
ENSG00000164220.7	F2RL2	T4	T4,T5	GPCR
ENSG00000127533.4	F2RL3	T4	T4,T5	GPCR
ENSG00000126266.3	FFAR1	T4	T4,T5	GPCR
ENSG00000185897.7	FFAR3	T4	T4,T5	GPCR
ENSG00000171049.9	FPR2	T4	T4,T5	GPCR
ENSG00000187474.5	FPR3	T4	T4,T5	GPCR
ENSG00000166206.15	GABRB3	T4	T4,T5	Ion Channel
ENSG00000166573.6	GALR1	T4	T4,T5	GPCR
ENSG00000182687.4	GALR2	T4	T4,T5	GPCR
ENSG00000128310.3	GALR3	T4	T4,T5	GPCR
ENSG00000112164.6	GLP1R	T4	T4,T5	GPCR
ENSG00000065325.13	GLP2R	T4	T4,T5	GPCR
ENSG00000109738.11	GLRB	T4	T4,T5	Ion Channel
ENSG00000165370.2	GPR101	T4	T4,T5	GPCR
ENSG00000147262.4	GPR119	T4	T4,T5	GPCR
ENSG00000183484.12	GPR132	T4	T4,T5	GPCR
ENSG00000164849.10	GPR146	T4	T4,T5	GPCR
ENSG00000173302.5	GPR148	T4	T4,T5	GPCR
ENSG00000154165.5	GPR15	T4	T4,T5	GPCR
ENSG00000178015.5	GPR150	T4	T4,T5	GPCR
ENSG00000173250.2	GPR151	T4	T4,T5	GPCR
ENSG00000175514.2	GPR152	T4	T4,T5	GPCR
ENSG00000158292.7	GPR153	T4	T4,T5	GPCR
ENSG00000144230.16	GPR17	T4	T4,T5	GPCR
ENSG00000174946.7	GPR171	T4	T4,T5	GPCR
ENSG00000147138.2	GPR174	T4	T4,T5	GPCR
ENSG00000166073.11	GPR176	T4	T4,T5	GPCR
ENSG00000125245.12	GPR18	T4	T4,T5	GPCR
ENSG00000166856.3	GPR182	T4	T4,T5	GPCR
ENSG00000169508.7	GPR183	T4	T4,T5	GPCR
ENSG00000183150.8	GPR19	T4	T4,T5	GPCR
ENSG00000188394.6	GPR21	T4	T4,T5	GPCR
ENSG00000172209.6	GPR22	T4	T4,T5	GPCR
ENSG00000170128.5	GPR25	T4	T4,T5	GPCR
ENSG00000154478.4	GPR26	T4	T4,T5	GPCR
ENSG00000181773.7	GPR3	T4	T4,T5	GPCR
ENSG00000142511.4	GPR32	T4	T4,T5	GPCR
ENSG00000178623.12	GPR35	T4	T4,T5	GPCR
ENSG00000170075.9	GPR37L1	T4	T4,T5	GPCR
ENSG00000183840.7	GPR39	T4	T4,T5	GPCR
ENSG00000177464.5	GPR4	T4	T4,T5	GPCR
ENSG00000135973.3	GPR45	T4	T4,T5	GPCR
ENSG00000102195.10	GPR50	T4	T4,T5	GPCR
ENSG00000180929.6	GPR62	T4	T4,T5	GPCR
ENSG00000112218.9	GPR63	T4	T4,T5	GPCR
ENSG00000140030.6	GPR65	T4	T4,T5	GPCR
ENSG00000155269.12	GPR78	T4	T4,T5	GPCR
ENSG00000171657.6	GPR82	T4	T4,T5	GPCR
ENSG00000123901.9	GPR83	T4	T4,T5	GPCR
ENSG00000139572.4	GPR84	T4	T4,T5	GPCR
ENSG00000181656.7	GPR88	T4	T4,T5	GPCR
ENSG00000152578.13	GRIA4	T4	T4,T5	Ion Channel
ENSG00000182771.19	GRID1	T4	T4,T5	Ion Channel
ENSG00000164418.20	GRIK2	T4	T4,T5	Ion Channel
ENSG00000163873.10	GRIK3	T4	T4,T5	Ion Channel
ENSG00000105737.9	GRIK5	T4	T4,T5	Ion Channel
ENSG00000113262.16	GRM6	T4	T4,T5	GPCR
ENSG00000179603.18	GRM8	T4	T4,T5	GPCR
ENSG00000182782.8	HCAR2	T4	T4,T5	GPCR
ENSG00000171105.14	INSR	T4	T4,T5	Kinase
ENSG00000005884.18	ITGA3	T4	T4,T5	Other
ENSG00000091409.15	ITGA6	T4	T4,T5	Other
ENSG00000077943.8	ITGA8	T4	T4,T5	Other
ENSG00000132470.14	ITGB4	T4	T4,T5	Other
ENSG00000168418.7	KCNG4	T4	T4,T5	Ion Channel
ENSG00000124134.9	KCNS1	T4	T4,T5	Ion Channel
ENSG00000168263.9	KCNV2	T4	T4,T5	Ion Channel
ENSG00000116014.10	KISS1R	T4	T4,T5	GPCR
ENSG00000139292.13	LGR5	T4	T4,T5	GPCR
ENSG00000139679.15	LPAR6	T4	T4,T5	GPCR
ENSG00000213903.9	LTB4R	T4	T4,T5	GPCR
ENSG00000130368.7	MAS1	T4	T4,T5	GPCR
ENSG00000185231.5	MC2R	T4	T4,T5	GPCR
ENSG00000124089.4	MC3R	T4	T4,T5	GPCR
ENSG00000166603.5	MC4R	T4	T4,T5	GPCR
ENSG00000176136.6	MC5R	T4	T4,T5	GPCR
ENSG00000102539.5	MLNR	T4	T4,T5	GPCR
ENSG00000172935.9	MRGPRF	T4	T4,T5	GPCR
ENSG00000170255.7	MRGPRX1	T4	T4,T5	GPCR
ENSG00000183695.3	MRGPRX2	T4	T4,T5	GPCR
ENSG00000179817.5	MRGPRX4	T4	T4,T5	GPCR
ENSG00000169760.17	NLGN1	T4	T4,T5	Enzyme
ENSG00000169992.10	NLGN2	T4	T4,T5	Enzyme
ENSG00000146938.16	NLGN4X	T4	T4,T5	Enzyme
ENSG00000171596.7	NMUR1	T4	T4,T5	GPCR
ENSG00000132911.5	NMUR2	T4	T4,T5	GPCR
ENSG00000183729.3	NPBWR1	T4	T4,T5	GPCR
ENSG00000125522.3	NPBWR2	T4	T4,T5	GPCR
ENSG00000148734.8	NPFFR1	T4	T4,T5	GPCR
ENSG00000056291.17	NPFFR2	T4	T4,T5	GPCR
ENSG00000164128.7	NPY1R	T4	T4,T5	GPCR
ENSG00000185149.6	NPY2R	T4	T4,T5	GPCR
ENSG00000101188.5	NTSR1	T4	T4,T5	GPCR
ENSG00000125510.18	OPRL1	T4	T4,T5	GPCR
ENSG00000166363.5	OR10A5	T4	T4,T5	oGPCR
ENSG00000180708.5	OR10K2	T4	T4,T5	oGPCR
ENSG00000175398.2	OR10P1	T4	T4,T5	oGPCR
ENSG00000168828.5	OR13J1	T4	T4,T5	oGPCR
ENSG00000204695.4	OR14J1	T4	T4,T5	oGPCR
ENSG00000172146.2	OR1A1	T4	T4,T5	oGPCR
ENSG00000221888.4	OR1C1	T4	T4,T5	oGPCR
ENSG00000136834.3	OR1J1	T4	T4,T5	oGPCR
ENSG00000197233.7	OR1J2	T4	T4,T5	oGPCR
ENSG00000171496.4	OR1L8	T4	T4,T5	oGPCR
ENSG00000170929.6	OR1M1	T4	T4,T5	oGPCR
ENSG00000177535.8	OR2B11	T4	T4,T5	oGPCR
ENSG00000204688.9	OR2H1	T4	T4,T5	oGPCR
ENSG00000184022.4	OR2T10	T4	T4,T5	oGPCR
ENSG00000182783.5	OR2T29	T4	T4,T5	oGPCR
ENSG00000196539.3	OR2T3	T4	T4,T5	oGPCR
ENSG00000183310.3	OR2T34	T4	T4,T5	oGPCR
ENSG00000182613.2	OR2V2	T4	T4,T5	oGPCR
ENSG00000181961.4	OR4A16	T4	T4,T5	oGPCR
ENSG00000279514.2	OR4C16	T4	T4,T5	oGPCR
ENSG00000172742.5	OR4D9	T4	T4,T5	oGPCR
ENSG00000176695.8	OR4F17	T4	T4,T5	oGPCR
ENSG00000177693.4	OR4F4	T4	T4,T5	oGPCR
ENSG00000186092.6	OR4F5	T4	T4,T5	oGPCR
ENSG00000169488.6	OR4K15	T4	T4,T5	oGPCR
ENSG00000176230.6	OR4K17	T4	T4,T5	oGPCR
ENSG00000176281.4	OR4K5	T4	T4,T5	oGPCR
ENSG00000167332.9	OR51E2	T4	T4,T5	oGPCR
ENSG00000197790.1	OR52M1	T4	T4,T5	oGPCR
ENSG00000181785.2	OR5AS1	T4	T4,T5	oGPCR
ENSG00000170923.3	OR7G2	T4	T4,T5	oGPCR
ENSG00000170953.3	OR8B12	T4	T4,T5	oGPCR
ENSG00000181761.5	OR8H3	T4	T4,T5	oGPCR
ENSG00000162881.6	OXER1	T4	T4,T5	GPCR
ENSG00000165621.8	OXGR1	T4	T4,T5	GPCR
ENSG00000078589.13	P2RY10	T4	T4,T5	GPCR
ENSG00000174944.9	P2RY14	T4	T4,T5	GPCR
ENSG00000186912.6	P2RY4	T4	T4,T5	GPCR
ENSG00000171631.14	P2RY6	T4	T4,T5	GPCR
ENSG00000182162.11	P2RY8	T4	T4,T5	GPCR
ENSG00000119973.6	PRLHR	T4	T4,T5	GPCR
ENSG00000169618.7	PROKR1	T4	T4,T5	GPCR
ENSG00000101292.7	PROKR2	T4	T4,T5	GPCR
ENSG00000125384.7	PTGER2	T4	T4,T5	GPCR
ENSG00000050628.20	PTGER3	T4	T4,T5	GPCR
ENSG00000160013.9	PTGIR	T4	T4,T5	GPCR
ENSG00000144407.9	PTH2R	T4	T4,T5	GPCR
ENSG00000149177.13	PTPRJ	T4	T4,T5	Enzyme
ENSG00000106278.12	PTPRZ1	T4	T4,T5	Enzyme
ENSG00000169071.15	ROR2	T4	T4,T5	Kinase
ENSG00000133105.8	RXFP2	T4	T4,T5	GPCR
ENSG00000182631.7	RXFP3	T4	T4,T5	GPCR
ENSG00000173080.6	RXFP4	T4	T4,T5	GPCR
ENSG00000125910.6	S1PR4	T4	T4,T5	GPCR
ENSG00000140199.12	SLC12A6	T4	T4,T5	Transporter
ENSG00000113504.21	SLC12A7	T4	T4,T5	Transporter
ENSG00000146828.18	SLC12A9	T4	T4,T5	Transporter
ENSG00000131389.17	SLC6A6	T4	T4,T5	Transporter
ENSG00000090020.11	SLC9A1	T4	T4,T5	Transporter
ENSG00000139874.6	SSTR1	T4	T4,T5	GPCR
ENSG00000132671.5	SSTR4	T4	T4,T5	GPCR
ENSG00000198829.6	SUCNR1	T4	T4,T5	GPCR
ENSG00000146399.2	TAAR1	T4	T4,T5	GPCR
ENSG00000146378.6	TAAR2	T4	T4,T5	GPCR
ENSG00000135569.4	TAAR5	T4	T4,T5	GPCR
ENSG00000146383.7	TAAR6	T4	T4,T5	GPCR
ENSG00000146385.1	TAAR8	T4	T4,T5	GPCR
ENSG00000075073.15	TACR2	T4	T4,T5	GPCR
ENSG00000173662.21	TAS1R1	T4	T4,T5	GPCR
ENSG00000179002.5	TAS1R2	T4	T4,T5	GPCR
ENSG00000169962.5	TAS1R3	T4	T4,T5	GPCR
ENSG00000066056.14	TIE1	T4	T4,T5	Kinase
ENSG00000153802.12	TMPRSS11D	T4	T4,T5	Enzyme
ENSG00000187688.15	TRPV2	T4	T4,T5	Ion Channel
ENSG00000111199.11	TRPV4	T4	T4,T5	Ion Channel
ENSG00000165125.21	TRPV6	T4	T4,T5	Ion Channel
ENSG00000165409.17	TSHR	T4	T4,T5	GPCR
ENSG00000114812.13	VIPR1	T4	T4,T5	GPCR
ENSG00000106018.14	VIPR2	T4	T4,T5	GPCR
ENSG00000173578.7	XCR1	T4	T4,T5	GPCR
ENSG00000064687.13	ABCA7	T5	T5	Transporter
ENSG00000141338.14	ABCA8	T5	T5	Transporter
ENSG00000118777.12	ABCG2	T5	T5	Transporter
ENSG00000148848.14	ADAM12	T5	T5	Enzyme
ENSG00000042980.13	ADAM28	T5	T5	Enzyme
ENSG00000168615.12	ADAM9	T5	T5	Enzyme
ENSG00000020181.18	ADGRA2	T5	T5	GPCR
ENSG00000152990.14	ADGRA3	T5	T5	GPCR
ENSG00000121753.12	ADGRB2	T5	T5	GPCR
ENSG00000111452.13	ADGRD1	T5	T5	GPCR
ENSG00000180264.11	ADGRD2	T5	T5	GPCR
ENSG00000174837.15	ADGRE1	T5	T5	GPCR
ENSG00000127507.18	ADGRE2	T5	T5	GPCR
ENSG00000153292.16	ADGRF1	T5	T5	GPCR
ENSG00000173567.15	ADGRF3	T5	T5	GPCR
ENSG00000153294.12	ADGRF4	T5	T5	GPCR
ENSG00000069122.19	ADGRF5	T5	T5	GPCR
ENSG00000205336.13	ADGRG1	T5	T5	GPCR
ENSG00000173698.18	ADGRG2	T5	T5	GPCR
ENSG00000156920.11	ADGRG4	T5	T5	GPCR
ENSG00000159618.16	ADGRG5	T5	T5	GPCR
ENSG00000112414.15	ADGRG6	T5	T5	GPCR
ENSG00000144820.8	ADGRG7	T5	T5	GPCR
ENSG00000117114.20	ADGRL2	T5	T5	GPCR
ENSG00000162618.15	ADGRL4	T5	T5	GPCR
ENSG00000196581.11	AJAP1	T5	T5	Other
ENSG00000181754.7	AMIGO1	T5	T5	Other
ENSG00000139211.6	AMIGO2	T5	T5	Other
ENSG00000171714.12	ANO5	T5	T5	Other
ENSG00000177119.16	ANO6	T5	T5	Ion Channel
ENSG00000185101.13	ANO9	T5	T5	Other
ENSG00000169604.19	ANTXR1	T5	T5	Other
ENSG00000154856.13	APCDD1	T5	T5	Other
ENSG00000105290.13	APLP1	T5	T5	Other
ENSG00000084234.17	APLP2	T5	T5	Other
ENSG00000143153.13	ATP1B1	T5	T5	Transporter
ENSG00000129244.9	ATP1B2	T5	T5	Transporter
ENSG00000069849.11	ATP1B3	T5	T5	Transporter
ENSG00000185344.14	ATP6V0A2	T5	T5	Enzyme
ENSG00000138085.17	ATRAID	T5	T5	Other
ENSG00000088812.18	ATRN	T5	T5	Other
ENSG00000039987.7	BEST2	T5	T5	Ion Channel
ENSG00000142959.5	BEST4	T5	T5	Ion Channel
ENSG00000172270.20	BSG	T5	T5	Other
ENSG00000112276.14	BVES	T5	T5	Other
ENSG00000171067.11	C11orf24	T5	T5	Other
ENSG00000142408.5	CACNG8	T5	T5	Ion Channel
ENSG00000182985.17	CADM1	T5	T5	Other
ENSG00000175161.13	CADM2	T5	T5	Other
ENSG00000162706.13	CADM3	T5	T5	Other
ENSG00000135535.17	CD164	T5	T5	Other
ENSG00000134061.5	CD180	T5	T5	Other
ENSG00000158485.11	CD1B	T5	T5	Other
ENSG00000158481.13	CD1C	T5	T5	Other
ENSG00000158473.8	CD1D	T5	T5	Other
ENSG00000091972.18	CD200	T5	T5	Other
ENSG00000163606.11	CD200R1	T5	T5	Other
ENSG00000139193.3	CD27	T5	T5	Other
ENSG00000102245.8	CD40LG	T5	T5	Other
ENSG00000196776.16	CD47	T5	T5	Other
ENSG00000143119.14	CD53	T5	T5	Other
ENSG00000129226.14	CD68	T5	T5	Other
ENSG00000105369.10	CD79A	T5	T5	Other
ENSG00000066294.15	CD84	T5	T5	Other
ENSG00000153563.15	CD8A	T5	T5	Other
ENSG00000010278.14	CD9	T5	T5	Other
ENSG00000163814.8	CDCP1	T5	T5	Other
ENSG00000039068.19	CDH1	T5	T5	Other
ENSG00000040731.10	CDH10	T5	T5	Other
ENSG00000140937.14	CDH11	T5	T5	Other
ENSG00000129910.8	CDH15	T5	T5	Other
ENSG00000079112.10	CDH17	T5	T5	Other
ENSG00000145526.12	CDH18	T5	T5	Other
ENSG00000071991.9	CDH19	T5	T5	Other
ENSG00000170558.9	CDH2	T5	T5	Other
ENSG00000101542.10	CDH20	T5	T5	Other
ENSG00000062038.14	CDH3	T5	T5	Other
ENSG00000179242.16	CDH4	T5	T5	Other
ENSG00000179776.19	CDH5	T5	T5	Other
ENSG00000113361.13	CDH6	T5	T5	Other
ENSG00000081138.14	CDH7	T5	T5	Other
ENSG00000150394.14	CDH8	T5	T5	Other
ENSG00000113100.10	CDH9	T5	T5	Other
ENSG00000064309.14	CDON	T5	T5	Other
ENSG00000079385.22	CEACAM1	T5	T5	Other
ENSG00000134121.10	CHL1	T5	T5	Other
ENSG00000137975.8	CLCA2	T5	T5	Ion Channel
ENSG00000163347.6	CLDN1	T5	T5	Other
ENSG00000013297.12	CLDN11	T5	T5	Other
ENSG00000157224.16	CLDN12	T5	T5	Other
ENSG00000106404.13	CLDN15	T5	T5	Other
ENSG00000113946.3	CLDN16	T5	T5	Other
ENSG00000171217.5	CLDN20	T5	T5	Other
ENSG00000181885.18	CLDN7	T5	T5	Other
ENSG00000069493.15	CLEC2D	T5	T5	Other
ENSG00000258227.7	CLEC5A	T5	T5	Other
ENSG00000166250.12	CLMP	T5	T5	Other
ENSG00000148842.18	CNNM2	T5	T5	Other
ENSG00000168763.16	CNNM3	T5	T5	Other
ENSG00000158158.12	CNNM4	T5	T5	Other
ENSG00000134376.16	CRB1	T5	T5	Other
ENSG00000148204.12	CRB2	T5	T5	Other
ENSG00000150938.10	CRIM1	T5	T5	Other
ENSG00000205755.12	CRLF2	T5	T5	Other
ENSG00000100368.14	CSF2RB	T5	T5	Other
ENSG00000173546.7	CSPG4	T5	T5	Other
ENSG00000114646.10	CSPG5	T5	T5	Other
ENSG00000006210.7	CX3CL1	T5	T5	Other
ENSG00000154639.19	CXADR	T5	T5	Other
ENSG00000161921.16	CXCL16	T5	T5	Other
ENSG00000165168.8	CYBB	T5	T5	Ion Channel
ENSG00000173402.12	DAG1	T5	T5	Enzyme
ENSG00000134780.10	DAGLA	T5	T5	Enzyme
ENSG00000164535.15	DAGLB	T5	T5	Enzyme
ENSG00000057019.16	DCBLD2	T5	T5	Other
ENSG00000166341.8	DCHS1	T5	T5	Other
ENSG00000187957.8	DNER	T5	T5	Other
ENSG00000134765.10	DSC1	T5	T5	Other
ENSG00000134755.17	DSC2	T5	T5	Other
ENSG00000046604.13	DSG2	T5	T5	Other
ENSG00000137857.17	DUOX1	T5	T5	Enzyme
ENSG00000170571.12	EMB	T5	T5	Other
ENSG00000164035.10	EMCN	T5	T5	Other
ENSG00000197594.13	ENPP1	T5	T5	Enzyme
ENSG00000001561.7	ENPP4	T5	T5	Enzyme
ENSG00000119888.11	EPCAM	T5	T5	Other
ENSG00000187266.14	EPOR	T5	T5	Other
ENSG00000124882.4	EREG	T5	T5	Other
ENSG00000149564.12	ESAM	T5	T5	Other
ENSG00000158220.14	ESYT3	T5	T5	Other
ENSG00000158769.18	F11R	T5	T5	Other
ENSG00000026103.22	FAS	T5	T5	Other
ENSG00000083857.14	FAT1	T5	T5	Other
ENSG00000132704.16	FCRL2	T5	T5	Other
ENSG00000160856.21	FCRL3	T5	T5	Other
ENSG00000143297.19	FCRL5	T5	T5	Other
ENSG00000181036.14	FCRL6	T5	T5	Other
ENSG00000127418.15	FGFRL1	T5	T5	Other
ENSG00000181027.11	FKRP	T5	T5	Other
ENSG00000185070.11	FLRT2	T5	T5	Other
ENSG00000119686.10	FLVCR2	T5	T5	Other
ENSG00000160097.19	FNDC5	T5	T5	Other
ENSG00000138759.19	FRAS1	T5	T5	Other
ENSG00000150893.11	FREM2	T5	T5	Other
ENSG00000174804.4	FZD4	T5	T5	GPCR
ENSG00000188763.5	FZD9	T5	T5	GPCR
ENSG00000100031.19	GGT1	T5	T5	Enzyme
ENSG00000121743.4	GJA3	T5	T5	Other
ENSG00000187513.9	GJA4	T5	T5	Other
ENSG00000165474.8	GJB2	T5	T5	Other
ENSG00000188910.8	GJB3	T5	T5	Other
ENSG00000189433.7	GJB4	T5	T5	Other
ENSG00000189280.3	GJB5	T5	T5	Other
ENSG00000198835.4	GJC2	T5	T5	Other
ENSG00000159248.5	GJD2	T5	T5	Other
ENSG00000186417.14	GLDN	T5	T5	Other
ENSG00000046653.15	GPM6B	T5	T5	Other
ENSG00000136235.17	GPNMB	T5	T5	Other
ENSG00000187037.8	GPR141	T5	T5	GPCR
ENSG00000174948.6	GPR149	T5	T5	GPCR
ENSG00000175697.10	GPR156	T5	T5	GPCR
ENSG00000180758.12	GPR157	T5	T5	GPCR
ENSG00000151025.11	GPR158	T5	T5	GPCR
ENSG00000173890.17	GPR160	T5	T5	GPCR
ENSG00000204882.4	GPR20	T5	T5	GPCR
ENSG00000203737.5	GPR52	T5	T5	GPCR
ENSG00000013588.9	GPRC5A	T5	T5	GPCR
ENSG00000111291.8	GPRC5D	T5	T5	GPCR
ENSG00000170180.22	GYPA	T5	T5	Other
ENSG00000136732.16	GYPC	T5	T5	Other
ENSG00000113070.8	HBEGF	T5	T5	Other
ENSG00000173706.14	HEG1	T5	T5	Other
ENSG00000204525.16	HLA-C	T5	T5	Other
ENSG00000231389.7	HLA-DPA1	T5	T5	Other
ENSG00000223865.11	HLA-DPB1	T5	T5	Other
ENSG00000196735.13	HLA-DQA1	T5	T5	Other
ENSG00000179344.16	HLA-DQB1	T5	T5	Other
ENSG00000232629.9	HLA-DQB2	T5	T5	Other
ENSG00000196126.11	HLA-DRB1	T5	T5	Other
ENSG00000198502.6	HLA-DRB5	T5	T5	Other
ENSG00000159110.20	IFNAR2	T5	T5	Other
ENSG00000103742.12	IGDCC4	T5	T5	Other
ENSG00000126246.10	IGFLR1	T5	T5	Other
ENSG00000162729.14	IGSF8	T5	T5	Other
ENSG00000243646.10	IL10RB	T5	T5	Other
ENSG00000056736.10	IL17RB	T5	T5	Other
ENSG00000163702.20	IL17RC	T5	T5	Other
ENSG00000144730.18	IL17RD	T5	T5	Other
ENSG00000115590.14	IL1R2	T5	T5	Other
ENSG00000124334.17	IL9R	T5	T5	Other
ENSG00000213949.10	ITGA1	T5	T5	Other
ENSG00000136156.15	ITM2B	T5	T5	Other
ENSG00000101384.12	JAG1	T5	T5	Other
ENSG00000154721.15	JAM2	T5	T5	Other
ENSG00000166086.13	JAM3	T5	T5	Other
ENSG00000160593.19	JAML	T5	T5	Other
ENSG00000168135.4	KCNJ4	T5	T5	Ion Channel
ENSG00000186795.1	KCNK18	T5	T5	Ion Channel
ENSG00000197993.9	KEL	T5	T5	Enzyme
ENSG00000243772.8	KIR2DL3	T5	T5	Other
ENSG00000167633.18	KIR3DL1	T5	T5	Other
ENSG00000240403.5	KIR3DL2	T5	T5	Other
ENSG00000183853.18	KIRREL1	T5	T5	Other
ENSG00000049130.16	KITLG	T5	T5	Other
ENSG00000133116.8	KL	T5	T5	Enzyme
